Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
17813,1256,123.0,5091,123.0,17.0,182,66080212.0,3.0,3.0,144.0,144.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,4.358339528,0.09079874,13200000.0,28300000.0,63900000.0,94211.0,66000000.0,33000000.0,43800000.0,64000000.0,1989156.0,66000000.0,33000000.0,43800000.0,64000000.0,1989918.0,0.0,0.0,0.0,0.0,40.0,40.0,0.04539937,0.04539937,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,144.0,3.0,144.0,-1.0,-1.0,2.0,0.0,2084129.0,0.0,2084129.0,2084129.0,63900000.0,0.0,63900000.0,63900000.0,BENIGN
36408,1256,60382.0,1599,53.0,17.0,182,198.0,2.0,2.0,170.0,270.0,85.0,85.0,85.0,0.0,135.0,135.0,135.0,0.0,2222222.222,20202.0202,66.0,109.1237829,192.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,10101.0101,10101.0101,85.0,135.0,105.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.25,85.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,170.0,2.0,270.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33377,1263,389.0,1591,34942.0,6.0,182,6.0,4.0,0.0,12.0,0.0,6.0,0.0,3.0,3.464101615,0.0,0.0,0.0,0.0,2000000.0,666666.6667,2.0,1.732050808,4.0,1.0,6.0,2.0,1.732050808,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,666666.6667,0.0,0.0,6.0,2.4,3.286335345,10.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,260.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
9,1261,123.0,599,123.0,17.0,182,66086957.0,7.0,7.0,336.0,336.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.16842098,0.211842104,5083612.077,15300000.0,55900000.0,86737.0,66000000.0,11000000.0,22000000.0,56000000.0,1999849.0,66000000.0,11000000.0,22000000.0,56000000.0,1999704.0,0.0,0.0,0.0,0.0,152.0,152.0,0.105921052,0.105921052,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.42857143,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,336.0,7.0,336.0,-1.0,-1.0,6.0,20.0,10100000.0,0.0,10100000.0,10100000.0,55900000.0,0.0,55900000.0,55900000.0,BENIGN
75604,1267,49174.0,1599,88.0,6.0,182,1042.0,9.0,7.0,3126.0,3046.0,1548.0,0.0,347.3333333,680.7187378,1514.0,0.0,435.1428571,737.0046197,5923224.568,15355.08637,69.46666667,197.8783417,781.0,1.0,1042.0,130.25,293.0157236,852.0,2.0,1005.0,167.5,305.7382868,787.0,3.0,0.0,0.0,0.0,0.0,204.0,164.0,8637.236084,6717.850288,0.0,1548.0,363.0588235,667.855193,446030.5588,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,385.75,347.3333333,435.1428571,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3126.0,7.0,3046.0,8192.0,2053.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
74884,1267,62597.0,1599,53.0,17.0,182,162.0,2.0,2.0,86.0,208.0,43.0,43.0,43.0,0.0,104.0,104.0,104.0,0.0,1814814.815,24691.35802,54.0,53.6749476,110.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,40.0,40.0,12345.67901,12345.67901,43.0,104.0,67.4,33.41107601,1116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.25,43.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,2.0,208.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
72811,1267,54470.0,1599,53.0,17.0,182,185.0,2.0,2.0,148.0,270.0,74.0,74.0,74.0,0.0,135.0,135.0,135.0,0.0,2259459.459,21621.62162,61.66666667,66.56074919,134.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,10810.81081,10810.81081,74.0,135.0,98.4,33.41107601,1116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,74.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,148.0,2.0,270.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69889,1265,59708.0,1599,88.0,6.0,182,87.0,1.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.464101615,137931.0345,57471.26437,21.75,33.97425496,72.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,24.66666667,40.99186911,72.0,1.0,0.0,0.0,0.0,0.0,32.0,104.0,11494.25287,45977.01149,0.0,6.0,2.0,3.098386677,9.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,253.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49743,1258,49434.0,1599,88.0,6.0,182,1068.0,9.0,6.0,3206.0,3106.0,1588.0,0.0,356.2222222,698.3569606,1547.0,0.0,517.6666667,797.3226867,5910112.36,14044.94382,76.28571429,197.2840313,758.0,1.0,1068.0,133.5,286.4282508,839.0,1.0,952.0,190.4,321.9103913,758.0,4.0,0.0,0.0,0.0,0.0,204.0,144.0,8426.966292,5617.977528,0.0,1588.0,394.5,699.5271736,489338.2667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,420.8,356.2222222,517.6666667,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3206.0,6.0,3106.0,8192.0,2053.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41750,1258,49428.0,1599,389.0,6.0,182,22887.0,22.0,21.0,5812.0,7104.0,1708.0,0.0,264.1818182,478.9517956,2634.0,0.0,338.2857143,647.3378672,564337.8337,1878.795823,544.9285714,2666.753424,17298.0,2.0,22835.0,1087.380952,3786.227429,17456.0,3.0,22832.0,1141.6,3855.118954,17395.0,2.0,0.0,0.0,0.0,0.0,464.0,444.0,961.2443745,917.5514484,0.0,2634.0,293.5454545,557.0977725,310357.9281,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,300.372093,264.1818182,338.2857143,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5812.0,21.0,7104.0,8192.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49743,1258,49434.0,1599,88.0,6.0,182,89.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,337078.6517,56179.77528,22.25,32.18048063,69.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,23.66666667,39.2598183,69.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,11235.95506,44943.82022,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49740,1258,49430.0,1599,88.0,6.0,182,61.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,491803.2787,81967.21311,15.25,21.79258284,47.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,16.33333333,26.55811238,47.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,16393.44262,65573.77049,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,255.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
74308,1267,60459.0,1599,53.0,17.0,182,592.0,2.0,2.0,252.0,252.0,126.0,126.0,126.0,0.0,126.0,126.0,126.0,0.0,851351.3514,6756.756757,197.3333333,336.5952069,586.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,3378.378378,3378.378378,126.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,157.5,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,252.0,2.0,252.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33262,1258,137.0,1598,137.0,17.0,182,1500049.0,120.0,0.0,6000.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3999.869338,79.99738675,12605.45378,96799.44972,749889.0,1.0,1500049.0,12605.45378,96799.44972,749889.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,79.99738675,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.41666667,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,6000.0,0.0,0.0,-1.0,-1.0,119.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75608,1267,49181.0,1599,88.0,6.0,182,41.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,731707.3171,121951.2195,10.25,19.17246289,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.666666667,0.577350269,1.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,24390.2439,97560.97561,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18301,1257,59137.0,1601,49829.0,6.0,182,126.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,95238.09524,15873.01587,126.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7936.507937,7936.507937,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,256.0,389.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69381,1264,49163.0,1599,88.0,6.0,182,843.0,9.0,4.0,656.0,3064.0,313.0,0.0,72.88888889,136.1538142,1532.0,0.0,766.0,884.5006124,4412811.388,15421.11507,70.25,181.8341527,644.0,1.0,843.0,105.375,238.9362961,691.0,1.0,749.0,249.6666667,425.5083235,741.0,3.0,0.0,0.0,0.0,0.0,204.0,104.0,10676.15658,4744.958482,0.0,1532.0,265.7142857,547.8425417,300131.4505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.1538462,72.88888889,766.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,656.0,4.0,3064.0,8192.0,2053.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
71460,1263,445.0,1603,49173.0,6.0,182,65.0,1.0,2.0,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,276923.0769,46153.84615,32.5,24.74873734,50.0,15.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,40.0,15384.61538,30769.23077,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,12.0,2049.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18782,1788,443.0,1592,59152.0,6.0,182,10326.0,3.0,1.0,279.0,6.0,242.0,6.0,93.0,129.6418142,6.0,6.0,6.0,0.0,27600.23242,387.3716831,3442.0,5924.508672,10283.0,3.0,10326.0,5163.0,7297.341982,10323.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,20.0,290.5287623,96.84292078,6.0,242.0,105.4,125.115147,15653.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131.75,93.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,279.0,1.0,6.0,946.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
19586,1257,59145.0,3230,443.0,6.0,182,5962252.0,8.0,5.0,384.0,3047.0,203.0,0.0,48.0,75.36387918,1528.0,2.0,609.4,808.1124922,575.4537044,2.18038419,496854.3333,1615663.06,5625852.0,49.0,5962252.0,851750.2857,2105915.02,5625852.0,49.0,188361.0,47090.25,53338.04182,100205.0,214.0,0.0,0.0,0.0,0.0,172.0,104.0,1.341774886,0.838609304,0.0,1528.0,245.0714286,532.5103775,283567.3022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,263.9230769,48.0,609.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,384.0,5.0,3047.0,8192.0,30016.0,7.0,20.0,336351.0,0.0,336351.0,336351.0,5625852.0,0.0,5625852.0,5625852.0,BENIGN
41645,1257,65207.0,1599,53.0,17.0,182,23697.0,2.0,2.0,92.0,262.0,46.0,46.0,46.0,0.0,131.0,131.0,131.0,0.0,14938.59982,168.7977381,7899.0,13675.40716,23690.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,40.0,84.39886906,84.39886906,46.0,131.0,80.0,46.55641739,2167.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,46.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,2.0,262.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40655,1257,61763.0,1599,53.0,17.0,182,95360.0,4.0,2.0,176.0,236.0,44.0,44.0,44.0,0.0,118.0,118.0,118.0,0.0,4320.469799,62.91946309,19072.0,37952.27614,86626.0,1.0,86630.0,28876.66667,50012.38973,86626.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,104.0,40.0,41.94630872,20.97315436,44.0,118.0,65.14285714,36.1083027,1303.809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,44.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,176.0,2.0,236.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40544,1257,61359.0,1599,53.0,17.0,182,77135.0,2.0,2.0,68.0,190.0,34.0,34.0,34.0,0.0,95.0,95.0,95.0,0.0,3344.785117,51.8571336,25711.66667,44527.85084,77128.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,40.0,25.9285668,25.9285668,34.0,95.0,58.4,33.41107601,1116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,34.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,190.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
22514,1258,49449.0,2473,443.0,6.0,182,97222004.0,9.0,8.0,617.0,5359.0,249.0,0.0,68.55555556,100.43793,1460.0,0.0,669.875,617.0020693,61.46756654,0.174857535,6076375.25,24200000.0,96800000.0,4.0,97200000.0,12200000.0,34200000.0,96800000.0,383.0,334885.0,47840.71429,76205.94034,207081.0,47.0,0.0,0.0,0.0,0.0,192.0,172.0,0.092571636,0.082285899,0.0,1460.0,332.0,508.3809364,258451.1765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,351.5294118,68.55555556,669.875,0.0,0.0,0.0,0.0,0.0,0.0,9.0,617.0,8.0,5359.0,8192.0,980.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
